Plate ID,Deposit ID,Xposition,Yposition,Area,Perimeter,Circularity,ROD,IOD,MeanB,MeanG,MeanR,MeanH,MeanL,MeanS
1,1,2251.02978515625,2478.45874023438,297.5,99.7817445993423,0.375486777471327,1,13.0739366963403,0.95384883923896,0.954709955198697,0.958259149357072,11.7150395778367,0.956053994298016,0.0501787369257251
1,2,990.845581054688,2473.30590820312,170.5,49.2132030725479,0.884648983409357,0,67.4620847302651,0.810992583561922,0.422594737376816,0.397663314030275,236.380886835119,0.604327948796099,0.52231294613054
1,3,1018.00256347656,2451.70458984375,193.5,52.8700572252274,0.86990388903749,0,73.966061263215,0.850329809343092,0.44676967561218,0.385163097497063,232.053613053613,0.617746453420078,0.608453101361573
1,4,1196.15209960938,2418.787109375,137,46.6274166107178,0.791858755545296,0,71.3086870191114,0.538222884090345,0.438198064035741,0.420774385703649,231.098901098901,0.479498634896997,0.122470107148403
1,5,2239.44213867188,2420.275390625,144,65.5979790687561,0.420524628952459,1,81.9348837209302,0.438189694482444,0.423825809393525,0.426538987688099,251.333333333333,0.431007751937984,0.0166631400761744
1,6,861.541687011719,2409.66674804688,48,26.1421353816986,0.882610282274471,0,9.2643137254902,0.935816993464052,0.79281045751634,0.678169934640523,213.302891933029,0.806993464052288,0.667456823569251
1,7,2292.33471679688,2399.38525390625,227.5,60.5269113779068,0.780358632869042,0,77.1627875559673,0.895152076578663,0.544804693530956,0.426493747105141,224.853236699061,0.660822911841902,0.6908755718415
1,8,2232.05078125,2398.0078125,384.5,75.012192606926,0.858702026866619,0,167.005379226031,0.741815958997508,0.447952226454131,0.389495462453567,230.044843049327,0.565655710725537,0.405577447711428
1,9,941.136169433594,2398.50390625,344,77.2548332214355,0.724297503005855,0,135.44228428772,0.799427887866022,0.533083684402143,0.413116970926302,221.367332651193,0.606272429396162,0.490581490581491
1,10,1042.25402832031,2381.3916015625,71.5,31.5563489198685,0.90228223567391,0,43.2488600091199,0.420839033287734,0.387368901048792,0.369402644778842,219.042553191489,0.395120839033288,0.0650894402769763
1,11,2240.9951171875,2370.13256835938,100.5,38.3847759962082,0.857152122215775,0,59.6269940179462,0.446493851777999,0.383516118311731,0.366899302093719,227.473903966597,0.406696576935859,0.0978549540347293
1,12,1096.54650878906,2367.91259765625,91.5,41.2132030725479,0.676952536809575,1,58.1669251336898,0.343101604278075,0.385490196078431,0.37825311942959,70.2439024390244,0.364295900178253,0.0581787933649753
1,13,820.309020996094,2358.26025390625,68.5,37.5563489198685,0.610286418322122,1,43.4817259461924,0.354126766985864,0.376333789329685,0.372275421796626,70.965092402464,0.365230278157775,0.0304013983394718
1,14,1011.50543212891,2354.72485351562,137.5,69.3553384542465,0.359213600348956,1,77.2907913165266,0.472408963585434,0.415756302521008,0.403361344537815,229.229208924949,0.437885154061625,0.0788421557652327
1,15,2349.978515625,2351.65942382812,69.5,32.3847759962082,0.832746610735683,0,30.650408496732,0.646265172735761,0.503548085901027,0.471708683473389,229.055897298743,0.558986928104575,0.197903985603133
1,16,902.872680664062,2349.7783203125,116.5,40.3847759962082,0.897636353398335,0,71.5193246187364,0.398809005083515,0.373391430646333,0.384168482207698,265.44,0.386100217864924,0.0329157732385359
1,17,866.369567871094,2346,46,25.3137083053589,0.902103053868349,0,26.5876267748479,0.440770791075051,0.412914131169709,0.403245436105477,224.540540540541,0.422008113590264,0.0444604662340784
1,18,1139.31042480469,2345.8564453125,269.5,65.3553384542465,0.7928782369099,0,54.6713679431504,0.791248848532702,0.803026714041321,0.800526385050665,72.7374301675977,0.797137781287011,0.029029223833155
1,19,1026.08654785156,2335.60595703125,38.5,23.0710676908493,0.908939980586987,0,16.9792549019608,0.684862745098039,0.486039215686275,0.433098039215686,227.383177570093,0.558980392156863,0.285434821269785
1,20,2239.84350585938,2336.29467773438,107.5,63.012192606926,0.340227288991664,1,55.8075065847234,0.46180860403863,0.492449517120281,0.499912203687445,48.2488479262672,0.480860403863038,0.0396202300529487
1,21,2262.69995117188,2333.94384765625,80,47.1126978397369,0.452922507100959,1,46.2666666666667,0.446352941176471,0.40278431372549,0.396980392156863,232.946783161239,0.421666666666667,0.0585445245291793
1,22,837.488342285156,2320.83715820312,43,34.1421353816986,0.46355039920146,1,25.9557660352276,0.385643070787637,0.407111997341309,0.38963110667996,108.854489164087,0.396377534064473,0.0270814119225287
1,23,2307.06884765625,2294.65576171875,106.5,38.3847759962082,0.908325383243582,0,42.2817125237192,0.789500316255534,0.463187855787476,0.416476913345984,232.486646884273,0.602988614800759,0.469789301788346
1,24,1232.90344238281,2286.22827148438,255.5,68.1837655305862,0.690619448785667,1,56.8902786377709,0.919834881320949,0.757440660474716,0.63484004127967,214.188876013905,0.77733746130031,0.63997033741194
1,25,2203.22607421875,2263.92578125,101,37.7989895343781,0.888322899132457,0,49.808541043536,0.593220338983051,0.43419740777667,0.420471917580592,235.232781839169,0.506846128281821,0.17514657321922
1,26,760.406616210938,2261.78759765625,91,35.7989895343781,0.892297589132642,0,37.6890415979476,0.766611691405534,0.470038482682793,0.405057724024189,229.216421692854,0.585834707714862,0.436485111278262
1,27,849.650573730469,2237.05419921875,83,34.9705624580383,0.852869770773846,0,46.0009704892058,0.488651218062983,0.403485838779956,0.402891661715191,239.584295612009,0.445771439889087,0.0961922957302173
1,28,1296.0966796875,2220.61059570312,65.5,65.3553384542465,0.192703244963259,1,4.60850020859408,0.921109720483938,0.932540675844806,0.938172715894869,40.1955990220052,0.929641218189403,0.121257041209605
1,29,1127.21057128906,2221.5,38,53.9411249160767,0.16411695941186,1,4.47425265188042,0.865059466409515,0.89418193506911,0.899453551912568,50.803738317757,0.882256509161041,0.146055146055146
1,30,2154.458984375,2215.9951171875,69,37.4558436870575,0.618044558228834,1,35.2114878892734,0.518800461361015,0.469757785467128,0.460576701268743,230.53882725832,0.489688581314879,0.0594497833050688
